id,Chicken,Eggs,Strawberries,Avocado,Milk,Cereal,Ice Cream,Chips,Shampoo,Toilet Paper,Grapes,Soda,Laundry Detergent,Cucumber,Yogurt,Pork,Spinach,Dog Food,Bread,Cookies
8072804288,1,3,4,2,5,1,0,1,3,3,5,2,4,5,1,3,0,2,4,4
1091057413,2,1,1,5,3,2,2,1,4,4,4,5,4,3,1,0,3,2,5,1
4086679104,5,1,4,0,0,4,1,2,2,2,2,0,1,0,5,5,4,4,5,4
5321067597,0,1,2,5,3,0,5,2,3,4,2,4,2,2,0,0,5,3,1,0
8461122441,5,1,1,4,5,5,3,4,4,1,3,3,3,4,1,5,3,2,4,1
7212870704,1,5,3,1,1,2,5,2,3,2,4,2,3,4,3,1,3,1,3,0
4632557868,2,5,0,2,2,2,2,5,3,5,2,0,1,4,3,3,0,1,1,0
4274851089,2,5,4,5,5,4,2,5,1,4,2,4,4,5,0,2,0,4,2,5
7529118614,2,5,5,1,5,0,4,5,5,2,5,1,4,0,5,5,3,5,3,3
7707373200,2,1,2,0,1,4,3,1,2,0,5,1,4,0,5,2,2,5,4,4
6187972641,1,4,1,0,5,4,2,2,3,1,1,3,2,0,1,0,0,0,5,0
5564201285,1,3,0,3,0,2,4,4,3,0,2,3,3,0,3,0,5,0,2,5
3698295307,0,0,1,2,4,2,2,4,3,4,2,3,2,2,2,1,3,3,3,1
3728895668,1,1,3,1,5,1,2,1,4,1,2,4,4,5,1,1,5,1,5,5
1634629311,1,1,0,4,1,0,2,5,4,1,4,5,3,1,1,5,4,5,5,4
2041434929,1,3,1,5,4,5,4,4,4,3,2,2,1,4,2,5,5,2,1,3
8730467688,4,2,1,5,3,3,3,2,0,4,5,2,1,5,1,1,2,3,0,5
2069470107,2,3,4,0,3,0,2,0,3,5,4,3,3,2,4,5,0,0,4,2
1464916591,0,5,5,0,4,2,3,1,1,0,1,2,5,4,3,4,3,2,2,0
5264945996,2,1,2,5,5,5,2,4,0,4,3,0,4,1,3,3,2,0,0,5
5284787622,0,0,0,3,5,3,1,3,2,5,1,3,5,4,4,4,4,2,3,0
6320223137,3,5,4,1,5,1,3,3,3,5,0,1,0,0,2,5,1,4,0,3
3688498203,0,4,2,5,1,2,2,3,0,0,1,1,0,1,5,3,3,4,3,3
1065386256,0,1,5,2,4,2,2,3,1,4,0,1,5,1,1,0,0,3,3,5
1319894434,0,4,2,4,1,3,5,1,2,0,2,1,5,0,4,5,1,5,3,0
4143269139,0,2,0,4,3,5,5,2,4,0,4,3,0,5,1,0,4,5,0,4
7582121985,4,4,0,4,4,1,5,4,1,1,0,1,5,4,3,0,2,4,4,2
8698313240,3,1,5,5,5,2,3,1,2,4,3,1,4,1,2,1,5,0,5,1
6885451079,3,2,1,2,1,4,5,5,2,5,3,3,3,4,0,4,3,3,0,0
3352186816,3,1,0,4,3,5,2,4,5,3,3,0,2,1,2,0,2,0,1,1
3436809683,2,5,5,5,3,3,2,1,2,5,3,0,0,1,3,2,4,1,4,4
6659785742,2,4,0,2,1,1,0,4,4,4,1,0,2,5,1,0,0,1,3,4
3676724955,4,4,2,4,4,4,4,0,1,0,2,0,1,2,1,3,5,0,1,5
6828622662,4,2,2,2,1,4,2,4,0,4,2,0,4,4,0,1,3,0,5,4
2363331693,2,3,3,0,4,0,4,4,1,1,5,4,1,0,3,0,1,4,5,0
4447522771,5,1,0,0,3,4,4,1,4,3,5,0,2,4,3,3,1,0,2,4
9250498441,3,3,5,2,1,5,4,5,3,4,5,4,3,4,5,3,4,1,1,4
7889293486,4,5,0,1,4,5,5,4,5,1,3,2,5,0,5,2,1,1,0,0
8262707043,3,2,5,2,4,5,4,3,3,4,2,3,2,5,1,4,5,3,3,4
7403693962,5,5,2,0,2,0,2,1,1,4,0,1,4,4,1,3,3,0,0,3
7368443937,4,3,0,0,2,1,4,3,0,3,3,2,2,4,1,1,2,0,3,2
7238958285,5,1,2,0,2,0,1,5,2,5,4,3,3,1,3,5,2,2,0,1
9627520488,1,5,4,5,5,2,3,3,2,5,1,0,1,2,0,0,1,1,1,3
9054840985,1,2,4,1,2,5,1,1,0,0,2,5,0,1,1,3,2,4,5,5
5542224139,5,3,4,1,4,1,4,1,4,1,1,0,2,1,1,4,5,1,0,3
5671970642,0,5,3,1,2,4,2,2,3,4,1,2,0,2,3,5,1,2,5,4
2864008953,0,5,4,0,4,5,3,3,1,0,5,1,2,2,0,4,0,1,3,2
7347392871,3,0,3,0,2,0,4,0,4,0,3,4,4,4,3,4,4,4,2,1
8795826142,2,3,5,5,5,3,3,5,3,5,5,4,5,3,5,4,2,1,1,4
9846478209,2,5,3,5,3,3,3,0,1,5,1,4,3,0,2,1,3,4,1,2
3419457458,0,5,0,0,3,4,3,0,0,4,5,1,4,4,2,5,5,2,4,1
7553614649,0,2,0,2,2,1,4,3,5,5,5,0,3,4,0,1,4,3,4,2
4800696027,3,2,2,4,4,4,5,4,3,0,5,0,3,1,0,5,4,4,2,4
7937617621,3,4,0,2,5,5,5,1,5,3,0,5,3,3,5,2,4,1,2,4
9605225418,1,0,3,2,1,3,2,3,2,5,3,4,3,0,3,2,0,4,2,3
9099802603,1,1,5,2,4,3,0,3,3,5,2,2,5,4,3,5,0,5,2,2
6951171688,0,3,5,2,3,3,3,2,0,0,1,0,5,0,0,5,0,4,3,1
8498040094,1,0,0,2,1,1,2,0,4,2,4,4,2,2,4,1,4,1,0,4
2429299132,2,0,1,2,4,0,1,4,5,5,4,0,1,2,4,2,1,3,2,5
4805050024,4,5,1,1,0,5,3,5,0,0,1,5,5,2,4,4,4,2,4,4
2528090288,1,4,2,1,2,4,5,5,0,3,5,0,5,2,1,0,3,4,3,2
2273603332,1,0,0,4,1,0,2,1,3,3,5,1,0,2,1,0,2,1,3,1
3800173228,2,5,3,4,3,2,0,5,2,1,0,1,5,3,0,2,3,0,0,0
4371341824,1,5,1,2,0,1,4,3,4,1,2,4,5,1,3,3,1,1,4,4
2296308381,1,3,4,5,0,3,3,3,5,2,4,0,1,4,2,4,3,3,5,3
9508359814,3,2,1,4,4,1,0,4,4,4,3,0,0,0,1,3,1,0,2,3
4343553867,1,1,2,4,4,2,5,1,4,2,1,0,2,3,5,4,1,2,1,4
9326425092,4,2,0,2,5,1,1,3,1,0,2,1,3,4,0,5,5,0,1,1
4445063491,3,0,2,0,4,3,4,5,2,5,3,1,5,3,3,1,2,3,5,4
8129462938,3,4,0,5,5,0,2,5,1,0,0,3,3,1,4,0,2,1,3,3
6046063785,3,0,1,1,1,4,1,2,3,1,5,5,4,5,5,5,1,1,4,4
4216821278,0,4,4,1,3,3,4,3,4,1,3,2,4,3,5,4,1,3,4,1
6142341609,1,4,3,5,3,3,4,5,2,5,4,4,1,4,2,3,3,4,0,1
4712335158,4,0,1,1,1,2,1,1,0,5,5,4,2,0,0,3,0,5,2,3
3080155647,2,5,0,2,2,5,3,0,5,0,5,0,5,5,3,5,1,2,3,5
9842176211,1,1,3,5,3,2,4,0,5,0,5,1,1,1,0,3,5,5,0,0
8807982417,4,1,4,1,5,1,2,0,2,2,4,3,2,0,4,4,3,5,5,1
5137896053,5,3,5,4,1,4,2,5,4,0,2,1,3,0,3,3,1,1,3,4
9170004862,4,0,3,0,4,1,1,0,4,2,0,2,4,1,1,1,5,3,4,0
1878492962,0,4,3,2,1,1,4,1,5,5,0,0,0,0,5,2,1,2,4,1
5566466437,4,0,0,2,1,2,4,1,0,5,1,2,5,4,1,2,3,5,1,3
5098389672,0,0,3,3,5,3,4,0,2,3,1,1,5,1,2,1,2,1,1,2
6695924697,4,3,5,5,4,1,5,1,0,1,5,0,2,5,2,0,5,4,3,3
1232048856,5,1,1,4,5,2,2,1,0,0,2,3,4,0,0,5,1,3,1,2
6962113384,4,5,2,3,3,1,4,4,4,5,5,3,1,3,2,5,5,1,5,5
8412185972,3,0,2,2,1,4,1,5,1,1,1,0,2,1,1,4,5,1,0,1
4301589670,1,2,0,5,1,4,5,2,5,2,1,3,4,2,5,4,4,3,4,4
8427947840,0,5,4,2,0,1,0,0,1,1,3,0,0,2,0,2,5,3,5,1
4513137696,2,5,3,4,1,2,2,5,4,5,3,5,1,0,3,4,1,1,4,0
2230961725,2,3,4,2,5,5,1,2,5,0,0,3,1,0,5,0,4,4,3,4
8745875292,5,2,1,3,3,0,1,2,0,5,1,4,5,1,5,4,3,5,0,3
6283916279,5,4,0,0,2,1,0,0,2,2,2,5,3,2,2,5,2,2,3,2
4325940692,3,0,1,3,2,3,0,1,1,3,4,5,0,5,5,2,2,0,5,2
4265569624,4,4,5,0,2,1,4,5,1,3,2,4,4,4,1,4,2,0,2,3
6659722219,2,2,1,4,3,4,5,3,4,3,3,3,1,4,2,2,3,1,2,3
6218342237,0,5,2,4,3,4,0,2,5,0,3,1,0,0,5,4,4,0,3,1
7002016989,1,4,5,3,5,1,4,4,2,4,5,4,2,5,2,0,2,0,3,4
9759715320,3,0,1,0,4,1,3,1,2,0,5,0,3,0,0,3,1,1,4,3
8411228827,0,2,4,4,3,4,0,1,2,4,4,2,3,2,1,0,5,5,5,2
4251893584,1,1,1,2,0,1,0,1,0,1,3,4,4,1,1,4,2,1,0,5
8654757171,5,5,2,4,1,3,0,0,5,4,3,5,2,5,5,0,0,4,4,0
2655030890,2,3,4,1,3,1,4,3,4,2,0,3,1,2,4,2,5,2,1,5
2135076263,1,0,3,0,1,3,5,2,2,5,1,4,5,0,2,1,3,3,3,5
4010033580,3,4,4,5,0,1,1,0,4,3,3,3,4,3,3,2,5,5,3,3
8002148662,1,3,1,5,3,1,3,4,3,0,1,3,5,1,2,0,4,4,3,4
1624082288,0,2,1,1,0,4,2,5,3,2,1,4,4,0,4,0,2,4,0,1
8021275742,5,0,2,3,4,2,1,3,5,5,1,2,3,5,5,0,1,5,4,1
5082571825,4,5,5,5,3,4,1,3,1,4,1,3,1,3,3,3,1,5,5,0
6523159565,4,0,4,5,3,5,0,0,5,2,1,5,3,1,0,5,3,0,1,4
7618120278,5,3,2,4,0,3,5,2,2,0,1,3,0,5,4,2,1,5,5,1
6965527995,4,4,4,5,2,0,3,3,1,4,5,3,3,3,0,1,4,0,1,5
3405624576,3,4,5,0,3,3,2,2,1,2,1,2,0,0,4,4,2,4,5,3
3105885371,2,0,4,3,1,1,2,2,1,0,0,3,5,4,0,2,1,2,0,5
9209212467,0,4,0,0,4,2,1,3,5,4,4,0,1,4,1,2,3,3,3,5
8323959402,1,3,2,1,3,2,0,0,3,3,3,2,1,0,2,1,3,5,1,2
1532455248,1,4,0,5,1,1,3,0,4,4,0,4,1,1,1,1,0,5,5,1
1414303049,2,3,2,1,5,2,3,1,5,2,0,1,5,0,5,1,0,5,2,4
2003001428,3,2,5,4,2,0,3,4,3,3,3,0,0,0,0,2,5,3,5,4
5219560120,1,1,3,2,2,1,1,0,1,2,0,0,5,5,4,3,4,4,5,5
3987580164,3,0,5,0,5,0,3,1,3,2,4,2,4,3,2,4,2,2,1,3
6461888628,4,2,1,2,2,0,0,1,0,1,2,4,1,4,0,2,1,1,0,5
6159192234,5,5,2,4,0,2,4,1,1,0,2,2,5,4,1,1,4,0,3,2
1514311466,4,5,3,3,2,2,4,1,0,0,2,4,5,1,0,4,1,4,2,0
9720718979,5,2,2,4,5,2,1,1,2,2,0,4,2,3,5,3,3,2,0,0
3021918267,3,2,2,1,1,4,1,1,4,3,3,4,5,3,4,5,3,0,0,1
9276881508,4,5,4,3,0,0,5,5,2,0,1,5,1,3,2,1,5,1,3,2
1773371711,4,0,3,3,5,5,4,0,3,0,4,0,3,1,3,0,0,5,1,4
2580116209,4,5,3,2,1,3,3,0,2,3,5,3,5,0,2,0,1,1,5,1
5487285565,0,1,4,0,4,4,0,2,2,0,4,3,3,3,0,5,0,5,3,1
5721273137,4,5,3,1,4,0,5,4,1,2,3,4,3,3,3,1,5,4,3,1
9293485403,4,3,0,0,4,5,5,3,4,5,2,0,4,5,4,3,1,4,0,1
2961799900,3,5,5,4,4,2,1,1,2,3,3,3,4,1,2,5,3,0,2,4
2225643692,4,1,5,1,2,2,4,5,5,3,5,4,1,1,5,2,1,1,2,5
6453767380,2,4,3,5,2,5,5,0,3,2,5,3,4,3,4,5,3,3,4,3
7949699870,4,4,2,1,3,0,2,3,4,2,5,4,4,2,5,1,2,4,4,4
9471519399,4,0,5,2,0,4,1,2,4,5,1,4,1,5,1,5,0,1,4,2
7474650032,2,3,3,2,5,1,1,3,5,0,0,0,0,0,3,4,4,5,4,4
4624441445,5,4,4,4,5,0,3,1,5,1,0,3,5,1,3,3,4,3,4,5
6106178701,1,4,1,4,1,3,2,0,5,5,0,0,1,0,4,0,2,0,1,3
6629480018,3,1,5,5,0,2,1,0,5,1,5,2,2,4,3,1,3,1,2,5
1321859111,3,0,4,4,2,0,3,5,5,5,1,3,3,0,1,4,3,4,0,4
7484318079,5,3,1,3,5,4,2,0,3,2,3,3,0,2,1,3,3,3,4,4
8681325864,0,1,4,2,1,5,2,4,1,3,5,1,5,3,5,3,2,0,4,4
1047229065,3,2,2,1,0,3,1,5,4,4,2,2,3,4,1,5,3,3,4,0
5491687541,5,0,1,4,0,5,3,4,1,5,3,0,2,1,0,1,4,5,5,5
6370546793,3,0,4,2,3,3,2,5,0,1,3,5,5,0,2,1,0,1,4,1
7897259342,3,1,0,5,4,1,1,4,3,1,0,0,4,3,2,2,2,0,0,2
7378872008,3,2,5,3,5,4,5,5,2,5,0,3,4,5,3,5,3,2,5,2
3503446698,4,4,0,4,2,2,3,4,3,2,4,3,5,1,0,2,4,4,3,2
7238492768,5,0,5,2,2,5,1,1,2,1,1,3,3,5,0,3,2,0,5,1
4153623994,0,0,5,5,1,3,4,5,4,0,0,5,3,4,2,4,3,2,4,1
1010719389,5,3,2,1,2,2,3,0,3,2,4,4,0,2,3,4,5,4,1,2
6573462441,1,2,1,5,3,0,0,0,4,5,0,4,2,2,2,2,3,3,3,5
4034238549,5,4,1,5,5,0,2,3,0,4,2,0,5,1,0,3,1,1,5,1
8823182020,1,1,4,4,2,4,3,2,4,1,4,4,4,2,3,0,5,4,2,4
2672178390,0,4,1,0,4,2,5,1,3,2,4,4,4,4,3,3,2,4,2,5
7702048433,0,4,0,5,2,5,5,4,2,1,1,5,2,5,0,2,2,2,5,4
7317325258,3,1,0,1,5,2,5,0,3,1,5,0,4,3,1,3,1,5,4,1
8184477904,0,0,0,0,0,1,5,3,1,5,3,0,3,1,0,5,0,0,3,0
7756955999,0,5,5,4,1,3,2,5,4,3,1,2,1,1,5,2,3,2,2,2
7918533101,2,3,1,4,5,4,3,3,4,2,2,5,5,2,2,1,0,4,1,4
2843724457,4,5,2,1,5,3,3,3,4,5,5,4,2,0,3,2,3,3,1,1
6020927583,1,4,3,5,3,0,2,0,1,5,0,0,3,0,5,3,5,4,2,4
4330902082,2,4,0,0,5,2,4,1,1,0,4,3,2,4,0,5,5,3,1,0
5867628053,0,1,5,0,0,5,0,4,3,1,2,1,5,4,3,1,2,5,4,4
4607290413,2,2,0,3,5,5,5,1,5,3,5,4,3,2,0,5,1,4,4,5
7462822126,5,5,4,0,1,5,2,1,2,1,3,1,0,2,2,5,5,4,5,1
3066728911,3,1,4,1,0,4,4,1,0,3,3,2,3,2,4,5,4,3,1,4
9910470827,2,4,4,4,1,4,3,1,4,2,4,2,5,1,0,1,5,3,2,0
5106467145,1,4,0,3,0,3,3,4,1,2,3,0,2,0,2,2,5,4,4,3
2601682987,2,5,3,0,4,2,5,1,4,1,5,3,1,3,0,5,2,5,1,5
6435539876,2,3,1,1,1,3,3,1,5,4,4,2,2,3,1,5,3,1,4,5
9678063202,5,4,1,3,5,0,0,3,2,5,0,5,2,4,4,4,1,0,3,5
7196932352,5,1,4,3,5,4,4,0,3,1,5,3,4,4,4,1,5,5,4,2
5602491569,1,3,4,0,3,2,5,2,3,1,4,1,4,4,3,2,1,2,4,2
3615162377,0,0,4,2,1,3,5,2,2,3,5,2,3,4,5,4,0,1,4,3
1299415835,4,4,1,3,2,0,0,3,1,4,1,0,3,5,3,4,0,3,5,4
8598781518,2,5,0,4,4,1,4,2,4,1,3,3,3,4,1,4,5,2,0,4
8154641236,1,0,3,3,3,3,2,1,5,5,3,4,3,5,2,2,5,4,1,5
5780917026,3,3,2,2,1,2,5,2,5,5,0,3,3,4,0,5,5,1,3,4
3031478986,1,1,0,5,2,0,5,4,5,3,2,3,5,5,1,5,4,3,0,4
5180462386,2,5,0,0,2,1,5,0,3,1,0,0,4,4,3,1,4,3,2,4
9795377097,5,3,0,0,4,3,3,1,2,0,5,5,0,0,2,2,4,1,4,3
9248161066,5,4,5,0,4,5,5,1,3,3,2,2,3,4,2,0,5,4,0,4
1701310361,4,3,1,1,0,1,3,0,2,0,5,4,5,2,0,5,5,4,1,4
4983074886,5,0,1,0,3,3,5,4,2,3,0,1,4,5,1,2,1,2,0,2
9580712340,5,5,1,3,0,1,3,5,3,1,4,3,2,3,1,0,5,4,3,3
5635203998,0,2,4,2,3,4,1,2,4,3,1,2,0,4,1,2,5,2,4,3
3883761880,5,3,2,2,2,3,5,0,1,1,0,1,2,0,4,5,5,2,4,2
8357231243,0,4,4,3,5,1,4,4,0,1,3,4,3,3,1,3,4,1,4,3
4201078471,0,1,4,3,5,5,3,3,5,4,1,5,2,4,4,4,1,4,4,2
8165053724,1,2,0,2,5,1,3,4,0,4,1,1,2,5,2,2,2,2,0,5
9082123044,2,2,3,1,1,4,4,3,4,5,4,3,2,3,1,4,5,3,5,1
8916124410,0,5,1,1,4,4,5,5,4,0,4,1,0,0,4,5,5,0,3,1
4682296970,0,3,5,1,0,4,4,4,5,4,2,4,0,3,5,1,1,0,5,5
3154343166,1,5,4,1,1,3,5,5,4,4,4,1,2,2,5,0,4,0,5,4
4598835832,2,3,4,4,5,0,0,4,4,1,3,1,5,0,0,1,4,5,1,3
9421882635,1,4,5,2,2,2,1,4,2,1,3,2,0,3,2,4,2,3,0,4
1989592723,4,2,4,4,1,4,0,1,2,0,3,3,5,3,3,4,0,0,5,5
8962383308,0,0,4,3,1,0,0,0,3,0,2,0,0,5,2,0,3,3,0,4
4709802119,4,5,0,2,0,1,2,4,5,4,2,4,4,3,1,5,2,2,0,1
7870570640,1,4,4,0,4,0,5,2,1,4,1,4,4,4,3,0,1,3,5,0
7044421980,1,2,4,2,2,3,1,2,3,4,0,3,4,2,4,0,5,5,0,1
3523553311,2,4,1,2,2,3,1,1,1,1,2,2,3,4,3,1,5,2,0,4
6255469456,2,4,2,1,5,5,0,1,0,5,3,1,2,5,3,1,5,3,4,2
9216640157,1,3,4,0,5,3,2,2,4,1,1,3,0,3,4,4,5,3,3,2
1408098678,3,0,2,2,3,1,0,3,4,2,0,4,3,4,0,3,5,3,0,1
9676925688,5,5,5,1,1,4,2,5,5,0,2,1,1,0,1,3,2,3,1,4
8703261397,3,1,0,1,1,4,1,0,0,0,0,3,0,4,0,2,1,4,4,0
6955658580,4,5,5,1,5,1,4,4,4,0,0,0,3,3,3,0,5,0,2,1
1119118841,3,0,2,4,4,4,3,0,1,1,4,5,3,3,1,3,5,2,2,2
9579291542,2,5,1,3,3,2,4,5,2,3,0,3,2,5,5,5,2,5,1,5
4192314009,2,5,2,3,4,3,4,4,5,5,2,1,4,4,2,0,4,5,0,0
5151126094,4,2,0,4,1,5,0,1,1,2,1,5,5,5,3,2,0,5,4,1
9972418707,2,1,0,5,0,5,5,4,5,1,4,3,5,4,1,0,5,3,0,5
7393773555,1,5,0,0,0,0,1,2,4,1,2,2,4,4,3,4,2,3,1,0
9001318443,5,3,0,3,4,1,3,1,2,2,2,1,2,2,4,3,0,2,5,0
5634960979,1,2,5,2,4,0,1,5,3,1,3,3,2,2,4,4,2,3,2,1
9456127839,1,2,1,0,5,3,0,5,1,4,3,2,5,1,4,0,4,0,1,0
7186177806,4,5,4,1,4,3,5,4,1,3,3,4,5,0,1,5,1,2,2,3
2458801105,2,4,1,2,1,5,3,1,5,0,5,4,4,2,1,2,3,1,5,4
7456609468,5,5,0,2,5,0,1,2,0,4,2,5,4,3,5,2,3,3,2,1
3097727563,0,4,5,1,4,1,4,4,4,3,1,4,1,0,4,1,2,3,0,0
2075428276,1,5,3,1,0,0,1,4,3,1,0,2,2,2,2,1,2,4,4,1
6892057369,2,3,3,2,3,4,2,5,4,4,5,1,5,0,1,5,0,5,4,2
9244252558,2,4,1,2,5,1,3,3,0,1,3,4,0,1,4,3,0,2,2,5
5248485533,3,1,3,5,1,0,1,5,5,1,5,5,1,2,0,1,2,5,3,4
3181566005,4,1,0,0,4,3,5,3,4,1,3,2,5,0,5,0,4,5,4,4
4528526163,5,0,4,5,4,4,4,5,4,2,1,1,5,0,5,4,4,5,5,2
8681056213,3,0,5,2,3,3,0,4,1,5,4,0,1,0,4,1,0,5,5,1
1196872583,4,4,2,3,3,5,5,0,0,5,5,5,5,2,0,2,4,3,0,0
2497882246,2,5,1,3,3,0,5,0,0,1,1,4,3,5,0,3,3,1,1,5
6574862520,3,1,1,2,4,0,0,2,3,4,0,3,1,5,3,1,5,0,1,2
4494693259,3,5,2,1,4,4,5,5,4,1,3,5,5,5,2,4,1,4,3,0
7950901151,1,1,0,1,0,3,2,1,1,1,2,1,1,1,1,2,3,0,2,2
1226465779,1,3,2,3,5,5,1,3,4,0,5,4,5,2,4,0,3,5,0,0
7382302507,5,3,1,5,2,3,0,3,0,5,5,1,5,4,0,5,2,4,3,4
5174720216,5,0,1,2,5,2,0,2,3,2,0,0,1,0,3,4,5,2,5,1
9940408183,3,4,0,1,2,3,3,4,3,3,3,1,0,4,2,5,4,0,0,3
4617346633,5,0,4,4,3,1,1,1,3,4,2,5,0,2,3,3,3,3,1,0
4102426276,4,4,5,4,2,3,1,2,1,4,4,0,1,0,3,5,1,2,0,3
6416840284,0,2,5,2,5,0,3,3,4,5,2,2,3,1,4,0,2,4,3,1
4572959195,5,0,4,0,0,2,3,4,1,5,0,1,5,4,1,4,5,1,5,0
1895710284,1,3,5,5,0,1,2,1,2,2,5,3,4,5,3,0,5,4,2,2
9523888049,0,3,3,3,0,4,5,2,5,4,5,3,4,1,5,3,5,1,3,5
6656339400,3,5,5,3,2,0,0,0,0,3,4,3,5,2,2,3,5,4,0,5
6934814638,3,1,0,0,2,0,0,5,2,1,4,1,0,2,3,3,0,3,1,4
4217431210,4,2,2,4,2,1,1,3,2,5,3,3,3,2,0,2,2,1,2,4
8560553677,3,5,0,1,1,1,1,4,2,5,2,4,2,2,5,4,2,3,2,2
8966066676,3,1,5,5,2,2,3,2,4,3,1,2,5,0,3,5,2,5,3,0
5074442561,3,5,4,1,1,1,1,5,0,1,3,3,4,0,1,3,1,2,5,2
3137290878,1,1,0,4,5,2,5,0,5,2,0,4,2,1,5,3,0,0,3,4
2938395656,1,0,3,2,4,2,3,5,3,0,2,3,5,4,0,1,3,4,3,2
5839574600,2,2,0,1,1,5,2,3,3,0,5,2,4,1,3,5,3,0,2,1
5278875388,0,4,4,4,4,1,4,0,0,3,2,1,1,5,2,5,3,2,4,1
2359843841,3,1,2,1,3,2,2,0,3,1,0,4,1,5,5,1,5,3,2,3
8977379597,4,2,0,0,0,5,4,0,3,2,1,2,0,4,0,4,2,0,2,1
3924053173,1,0,1,2,0,2,4,1,3,1,3,4,1,4,3,4,3,4,4,3
2428963108,3,3,4,0,3,5,5,3,3,3,3,2,2,2,2,4,2,2,2,0
4475844212,3,3,3,1,1,5,2,2,5,5,0,5,3,3,4,2,2,0,5,2
8732002386,2,5,2,4,4,4,1,4,3,2,2,0,1,1,0,4,2,2,2,3
1641300084,4,1,5,1,5,4,2,5,2,5,0,0,1,0,2,2,0,0,4,2
8261070366,3,0,5,5,2,5,1,1,1,3,4,1,5,5,2,4,4,1,2,1
3659297088,5,5,5,2,4,5,2,0,2,0,0,3,2,1,5,5,0,2,5,3
1069992605,3,0,1,0,0,5,3,4,0,5,4,1,2,4,4,2,5,2,2,0
5300151232,4,0,3,0,3,3,2,3,3,1,0,5,0,3,4,5,4,2,5,3
2055863526,2,2,0,3,3,4,3,1,2,3,5,0,4,2,4,5,0,0,1,4
2650413243,0,3,5,2,1,0,0,3,4,3,2,4,2,1,3,3,3,2,1,5
1971778268,5,4,3,5,2,2,5,5,1,4,2,1,2,5,1,3,0,3,5,5
7104143294,4,3,4,4,4,2,0,2,4,5,4,1,0,1,5,2,1,1,2,1
9779647775,0,4,4,2,4,4,4,5,3,3,2,3,0,2,5,5,2,5,1,3
9559175527,3,1,0,2,4,4,3,3,4,5,3,5,3,1,5,1,5,2,2,4
5844084746,3,5,1,0,2,4,2,0,3,0,2,1,0,5,2,0,4,1,4,4
1307888071,3,3,0,2,1,2,3,0,0,1,1,4,2,4,5,3,4,2,4,4
9192103390,3,0,4,2,4,2,1,0,1,4,1,2,5,3,2,2,2,2,5,1
4777047655,5,3,3,2,4,0,2,2,3,4,1,5,3,3,4,3,1,2,3,5
7648737338,4,1,2,0,4,4,4,5,0,2,3,5,5,5,3,0,3,3,3,3
3781717957,1,1,4,2,2,2,1,2,4,0,0,1,0,2,2,3,5,4,0,2
9948927276,4,4,0,0,0,4,3,1,1,2,3,4,4,3,0,3,5,4,1,0
4044557799,5,0,5,3,5,5,3,0,0,3,1,1,5,1,5,1,4,1,0,3
9589814008,3,5,4,3,5,0,3,0,5,0,0,5,1,2,1,5,2,3,2,4
8084622991,0,3,4,0,1,0,0,1,4,5,2,5,3,5,5,2,0,4,1,1
4846530757,1,5,4,2,5,0,0,3,4,2,2,5,0,5,2,5,5,1,1,0
8911757247,3,3,5,0,4,0,4,1,2,1,0,5,5,3,0,5,5,5,2,5
5412719161,3,2,3,3,1,0,3,4,2,5,2,2,1,5,0,3,3,4,3,2
9898191641,4,0,3,0,4,3,3,1,2,4,4,0,2,4,2,5,1,4,5,1
5714599890,5,3,2,2,2,2,4,4,4,5,4,4,1,2,3,5,4,4,4,0
8826002518,5,4,4,5,2,3,4,3,2,0,5,3,1,0,3,4,3,5,5,2
1216801272,3,0,1,3,1,5,4,0,0,0,2,2,5,1,3,0,1,0,0,2
3601209887,2,4,4,2,4,4,5,0,3,0,5,1,0,2,2,4,0,3,4,4
4587720112,2,2,0,3,4,4,1,0,2,0,3,5,4,1,2,4,0,2,2,0
7929481887,4,4,2,1,0,2,5,1,3,3,1,2,3,0,3,0,5,5,1,5
2509050190,3,4,2,4,0,3,2,0,3,4,0,1,5,2,2,4,0,5,3,2
3339580374,2,0,1,3,1,5,2,2,3,4,4,2,5,4,5,2,1,5,2,3
3412846398,5,5,5,0,5,1,1,4,5,4,2,0,1,3,0,2,5,1,3,3
9623391868,2,1,1,0,3,5,5,4,3,0,0,2,2,1,1,0,4,2,1,5
9878230878,0,5,2,4,0,3,0,1,2,2,5,4,5,4,5,2,4,1,5,1
6104708080,3,2,0,0,1,3,2,4,0,4,4,1,2,3,2,1,4,0,0,4
6787992293,2,2,2,1,2,5,0,4,4,0,5,5,5,1,2,3,0,5,2,4
7106541460,2,0,1,0,1,4,2,3,3,5,1,2,3,5,5,5,2,1,3,2
3518919226,0,2,1,3,1,1,3,4,4,2,3,2,3,2,5,2,1,1,0,1
5546032726,1,4,2,4,3,4,1,4,1,5,4,4,5,5,3,4,4,2,0,2
8835196485,0,1,5,5,3,5,5,5,2,1,1,5,0,1,5,1,0,2,2,2
8082896180,3,1,1,4,1,5,5,3,0,4,0,0,1,0,4,5,1,4,3,1
1117301797,4,1,2,0,0,1,3,0,2,0,0,4,1,1,4,1,2,5,3,4
1857530980,3,2,5,4,0,3,1,0,0,2,2,4,3,1,5,1,0,5,4,2
5324683772,2,0,1,1,2,4,3,3,5,5,5,4,0,4,0,0,0,4,0,1
1999058902,0,3,0,2,0,5,3,0,0,1,2,4,2,4,4,5,3,4,4,3
